frame,pupil
1,1054
2,1054
3,1054
4,1054
5,1054
6,1054
7,1054
8,1054
9,1054
10,1054
11,1054
12,1054
13,1054
14,1054
15,1054
16,1054
17,1054
18,1054
19,1054
20,1054
21,1054
22,1054
23,1054
24,1054
25,1054
26,1054
27,1054
28,1054
29,1054
30,1054
31,1054
32,1054
33,1054
34,1054
35,1054
36,1054
37,1054
38,1054
39,1054
40,1054
41,1054
42,1054
43,1054
44,1054
45,1054
46,1054
47,1054
48,1054
49,1054
50,1054
51,1054
52,1054
53,1054
54,1054
55,1054
56,1054
57,1054
58,1054
59,1054
60,1054
61,1054
62,1054
63,1054
64,1054
65,1054
66,1054
67,1054
68,1054
69,1054
70,1054
71,1054
72,1054
73,1054
74,1054
75,1054
76,1054
77,1054
78,1054
79,1054
80,1054
81,1054
82,1054
83,1054
84,1054
85,1054
86,1054
87,1054
88,1054
89,1054
90,1054
91,1054
92,1054
93,1054
94,1054
95,1054
96,1054
97,1054
98,1054
99,1054
100,1054
101,1054
102,1054
103,1054
104,1054
105,1054
106,1054
107,1054
108,1054
109,1054
110,1054
111,1054
112,1054
113,1054
114,1054
115,1054
116,1054
117,1054
118,1054
119,1054
120,1054
121,1054
122,1054
123,1054
124,1054
125,1054
126,1054
127,1054
128,1054
129,1054
130,1054
131,1054
132,1054
133,1054
134,1054
135,1054
136,1054
137,1054
138,1054
139,1054
140,1054
141,1054
142,1054
143,1054
144,1054
145,1054
146,1054
147,1054
148,1054
149,1054
150,1054
151,1054
152,1054
153,1054
154,1054
155,1054
156,1054
157,1054
158,1054
159,1054
160,1054
161,1054
162,1054
163,1054
164,1054
165,1054
166,1054
167,1054
168,1054
169,1054
170,1054
171,1054
172,1054
173,1054
174,1054
175,1054
176,1054
177,1054
178,1054
179,1054
180,1054
181,1054
182,1054
183,1054
184,1054
185,1054
186,1054
187,1054
188,1054
189,1054
190,1054
191,1054
192,1054
193,1054
194,1054
195,1054
196,1054
197,1054
198,1054
199,1054
200,1054
201,1054
202,1054
203,1054
204,1054
205,1054
206,1054
207,1054
208,1054
209,1054
210,1054
211,1054
212,1054
213,1054
214,1054
215,1054
216,1054
217,1054
218,1054
219,1054
220,1054
221,1054
222,1054
223,1054
224,1054
225,1054
226,1054
227,1054
228,1054
229,1054
230,1054
231,1054
232,1054
233,1054
234,1054
235,1054
236,1054
237,1054
238,1054
239,1054
240,1054
241,1054
242,1054
243,1054
244,1054
245,1054
246,1054
247,1054
248,1054
249,1054
250,1054
251,1054
252,1054
253,1054
254,1054
255,1054
256,1054
257,1054
258,1054
259,1054
260,1054
261,1054
262,1054
263,1054
264,1054
265,1054
266,1054
267,1054
268,1054
269,1054
270,1054
271,1054
272,1054
273,1054
274,1054
275,1054
276,1054
277,1054
278,1054
279,1054
280,1054
281,1054
282,1054
283,1054
284,1054
285,1054
286,1054
287,1054
288,1054
289,1054
290,1054
291,1054
292,1054
293,1054
294,1054
295,1054
296,1054
297,1054
298,1054
299,1054
300,1054
301,1054
302,1054
303,1054
304,1054
305,1054
306,1054
307,1054
308,1054
309,1054
310,1054
311,1054
312,1054
313,1054
314,1054
315,1054
316,1054
317,1054
318,1054
319,1054
320,1054
321,1054
322,1054
323,1054
324,1054
325,1054
326,1054
327,1054
328,1054
329,1054
330,1054
331,1054
332,1054
333,1054
334,1054
335,1054
336,1054
337,1054
338,1054
339,1054
340,1054
341,1054
342,1054
343,1054
344,1054
345,1054
346,1054
347,1054
348,1054
349,1054
350,1054
351,1054
352,1054
353,1054
354,1054
355,1054
356,1054
357,1054
